program_scope,tier,award_identity_key,usaspending_award_id,awarded_on,recipient,title,reason_codes,signals,canonical_recipient_match,story_linked,live_recipient_name,live_parent_recipient_name,existing_final_tier,existing_review_status
"blue-origin","candidate","award:0000744310225kz","0000744310225KZ","2022-04-26","BLUE MOON RISING LLC","ENVIRON QUALITY INITIATIVE 2018","text_signal_without_canonical_recipient","blue_moon","false","false","","","",""
"blue-origin","candidate","award:0000742b292207t","0000742B292207T","2022-04-15","BLUE MOON ACRES","ENVIRON QUALITY INITIATIVE 2018","text_signal_without_canonical_recipient","blue_moon","false","false","","","",""
"blue-origin","candidate","award:0000745f48180ub","0000745F48180UB","2018-02-09","BLUE MOON COMMUNITY FARM LLC","ENVIRON QUALITY INITIATIVE PGM","text_signal_without_canonical_recipient","blue_moon","false","false","","","",""
"blue-origin","candidate","award:000074164415087","000074164415087","2015-09-24","BLUE MOON","ENVIRON QUALITY INITIATIVE PGM","text_signal_without_canonical_recipient","blue_moon","false","false","","","",""
"blue-origin","candidate","award:ca-90-z075","CA-90-Z075","2013-07-31","SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY","SYNOPSISTHIS IS AN FY2013 SECTION 5307 APPLICATION IN THE AMOUNT OF $3230575.THIS GRANT INCLUDES THE FOLLOWING PROJECTS:1.RTA OPERATING ASSISTANCE FY 2012/2013 $477802 FROM ATASCADERO/EL PASO DE ROBLES UA2.RTA RUNABOUT CAPITAL ASSISTANCE FY 2012/2013 $324000 FROM ATASCADERO/EL PASO DE ROBLES UA3.RTA CAPITAL ASSISTANCE FY 2012/2013 $48000 FROM ATASCADERO/EL PASO DE ROBLES UA4.RTA CAPITAL ASSISTANCE FY 2012/2013 $40000 FROM ATASCADERO/EL PASO DE ROBLES UA5.RTA RUNABOUT OPERATING ASSISTANCE FY 2012/2013 $340000 FROM SLO UA6.RTA FIXED ROUTE CAPITAL ASSISTANCE FY 2012/2013 $100000 FROM SLO UA7.RTA CAPITAL ASSISTANCE FY 2012/2013 $50000 FROM SLO UA8.RTA FIXED ROUTE CAPITAL ASSISTANCE FY 2012/2013 $400000 FROM ARROYO GRANDE-GROVER BEACH UA9.ATASCADERO OPERATING ASSISTANCE FY 2012/2013 $21965210.ATASCADERO CAPITAL ASSISTANCE FY 2012/2013 $52000 11.PASO ROBLES OPERATING ASSISTANCE FY 2012/2013 $15519012.PASO ROBLES PREVENTATIVE MAINTENANCE FY 2012/2013 $7000013.RTA OPERATING ASSISTANCE FY 2012/2013 $213931 FROM SANTA MARIA UA14.SCAT OPERATING ASSISTANCE FY 2012/2013 $400000 FROM ARROYO GRANDE-GROVER BEACH UA15.SCAT FIXED ROUTE CAPITAL ASSISTANCE FY 2012/2013 $340000 FROM ARROYO GRANDE-GROVER BEACH UAPROJECT DETAILS1. SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY OPERATING ASSISTANCE FY 2012/13PNO: PASO ROBLES 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013THIS PROJECT FUNDS SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY (RTA) TRANSIT OPERATIONS IN THE ATASCADERO - EL PASO DE ROBLES (PASO ROBLES) URBANIZED AREA (THE UA) OF SAN LUIS OBISPO COUNTY FOR THE FISCAL YEAR ENDING JUNE 30 2013 (7/1/2012-6/30/2013). WHILE RTA OPERATES FIVE FIXED ROUTES AND AMERICANS WITH DISABILITIES ACT (ADA) MANDATED DEMAND RESPONSIVE SERVICE THROUGHOUT SAN LUIS OBISPO COUNTY THE FUNDS UNDER THIS PROJECT WILL ONLY BE USED IN CONNECTION WITH THE FIXED ROUTE AND DEMAND RESPONSIVE SERVICES THAT ARE OPERATED IN THE ATASCADERO - EL PASO DE ROBLES (PASO ROBLES) URBANIZED AREA (THE UA). ACCORDINGLY THE REMAINDER OF THIS PROJECT DESCRIPTION WILL DETAIL ONLY THOSE SERVICES OPERATED ALONG THE NORTHERN SAN LUIS OBISPO COUNTY CORRIDOR. FIXED ROUTE SERVICE IN THE UA IS OPERATED BY RTA ROUTE 9 THAT PARALLELS HIGHWAY 101 FROM SAN LUIS OBISPO TO THE COMMUNITIES OF SANTA MARGARITA ATASCADERO TEMPLETON PASO ROBLES AND SAN MIGUEL IN NORTH SAN LUIS OBISPO COUNTY. ROUTE 9 OPERATES HOURLY MONDAY THROUGH FRIDAY BETWEEN 5:30 AM AND 10:00 PM FIVE ROUND TRIPS ON SATURDAY AND THREE ROUND TRIPS ON SUNDAY BETWEEN 7:00 AM AND 7:00 PM.RTA OPERATES THE AMERICANS WITH DISABILITIES ACT (ADA) MANDATED COMPLEMENTARY DEMAND RESPONSIVE SERVICE FOR ALL FIXED ROUTE SERVICE IN SAN LUIS OBISPO COUNTY. IN THE UA RTA PROVIDES DEMAND RESPONSIVE COMPLEMENTARY SERVICE FOR FIXED ROUTE SERVICES INCLUDING RTA ROUTE 9 THE CITY OF PASO ROBLES (PASO EXPRESS) AND THE EL CAMINO SHUTTLE AND SATURDAY TRAVELER OPERATED BY THE CITY OF ATASCADERO. RTA DEMAND RESPONSIVE PARATRANSIT SERVICE IN THE UA IS AVAILABLE MONDAY THROUGH SUNDAY WITH HOURS AND DAYS OF SERVICE THAT ARE COMPLEMENTARY TO THE RESPECTIVE FIXED ROUTE SERVICES IN THE UA.DURING FISCAL YEAR 2012/13 RTA ROUTE 9 WILL OPERATE 9954 FIXED ROUTE VEHICLE HOURS AND RUNABOUT WILL OPERATE APPROXIMATELY 7929 DEMAND RESPONSIVE VEHICLE SERVICE HOURS IN THE UA. RTA ROUTE 9 WILL OPERATE OVER 302984 FIXED ROUTE VEHICLE SERVICE MILES AND RUNABOUT WILL OPERATE APPROXIMATELY 161833 DEMAND RESPONSIVE VEHICLE SERVICE MILES IN THE UA. RTA ROUTE 9 WILL APPROXIMATELY TRANSPORT OVER 222508 FIXED ROUTE PASSENGERS AND RUNABOUT WILL TRANSPORT APPROXIMATELY 11475 DEMAND RESPONSIVE PASSENGERS IN THE UA. THE FAREBOX RATIO FOR RTA FIXED ROUTE SERVICE IS ANTICIPATED TO BE 29% AND DEMAND RESPONSE SERVICE FAREBOX RATIO ANTICIPATED TO BE 4%. ALL LOCAL SHARE COMMITMENT IS MATCHED WITH PASSENGER FARES AND TDA FUNDS.THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $1629076 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $477802 AS SHOWN IN THE ATTACHED 5307 PROJECT BUDGET OPERATING ASSISTANCE WORKSHEET RTA FROM NORTH COUNTY UA. 2. SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY RUNABOUT CAPITAL ASSISTANCE FY 2012/13PNO: PASO ROBLES 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013REPLACE FOUR (4) STANDARD CUTAWAYS WITH FOUR (4) STANDARD CUTAWAYS IN THE RUNABOUT ADA FLEET; FTA GUIDELINES CALL FOR LIGHT DUTY TRANSIT BUSES TO BE REPLACED AFTER FOUR (4) YEARS OR OVER 100000 MILES. BY THESE CRITERIA THESE FOUR (4) CUTAWAYS ARE ALREADY PAST THEIR USEFUL LIFE AND NEED TO BE REPLACED IMMEDIATELY. BECAUSE THESE VEHICLES ARE PAST THE END OF THEIR SERVICE LIFE THEY ARE MORE COSTLY TO MAINTAIN. THE LOCAL MATCH FOR THESE FUNDS WILL BE $36000 FROM STATE TRANSIT ASSISTANCE (STA)THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $360000 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $324000.3. SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY CAPITAL ASSISTANCE FY 2012/13PNO: PASO ROBLES 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013PURCHASE MAINTENANCE SOFTWARE AND EQUIPMENT TO BETTER TRACK INVENTORY AND WORK ORDERS ELECTRONICALLY. THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $60000 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $48000.4. SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY CAPITAL ASSISTANCE FY 2012/13PNO: PASO ROBLES 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013AUGMENT A LOW FLOOR FORTY-FOOT CLEAN DIESEL FUEL BUS PROCUREMENT THAT IS SERVES BOTH RURAL AND URBAN AREAS WHICH IS ALREADY PARTIALLY FUNDED BY $336581 IN FTA 5311(F) FUNDS AND LOCAL MATCH OF $85000 IN RURAL TRANSIT FUND. THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $466320 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $40000.5.SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY RUNABOUT OPERATING ASSISTANCE FY 2012/13- SLOPNO: SAN LUIS OBISPO 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013THE SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY (RTA) PROVIDES AMERICANS WITH DISABILITIES (ADA) PARATRANSIT SERVICES THROUGHOUT SAN LUIS OBISPO COUNTY AND THE NORTHERN MOST PART OF SANTA BARBARA COUNTY FOR THE FISCAL YEAR ENDING JUNE 30 2013 (7/1/2012-6/30/2013). SAN LUIS OBISPO COUNTY IS PRIMARILY A RURAL COUNTY WITH URBANIZED AREAS WHICH INCLUDE RESPECTIVELY THE SAN LUIS OBISPO AREA ARROYO GRANDE-GROVER BEACH AND THE ATASCADERO EL PASO DE ROBLES (PASO ROBLES) INCLUDING THE UNINCORPORATED COMMUNITIES OF TEMPLETON AND SANTA MARGARITA. THE COMMUNITY OF NIPOMO IS LOCATED IN SOUTHERN SAN LUIS OBISPO COUNTY AND WAS NOT INCLUDED IN THE SANTA MARIA URBANIZED AREA IN THE 2010 CENSUS (IN SANTA BARBARA COUNTY) AS COMPARED TO THE 2000 CENSUS. ATASCADERO EL PASO DE ROBLES (PASO ROBLES) BECAME URBANIZED UNDER THE 2000 CENSUS AND HAS A 2010 CENSUS POPULATION OF 65088 SAN LUIS OBISPO AREA BECAME URBANIZED UNDER THE 1990 CENSUS AND HAS A 2010 CENSUS POPULATION OF 59 219 AND ARROYO GRANDE-GROVER BEACH BECAME URBANIZED UNDER THE 2010 CENSUS WITH A POPULATION OF 52000. THE COUNTY ENCOMPASSES 2.12 MILLION ACRES OR 3316 SQUARE MILES. IN ADDITION TO THE AFOREMENTIONED COMMUNITIES OTHER COMMUNITIES SERVED BY RTA ARE SAN MIGUEL IN THE NORTH COUNTY; HEARST CASTLE SAN SIMEON CAMBRIA CAYUCOS MORRO BAY AND LOS OSOS IN THE NORTH COAST REGION; CUESTA COLLEGE AND CALIFORNIA MENS COLONY LOCATED BETWEEN THE NORTH COAST REGION AND THE CITY OF SAN LUIS OBISPO; CALIFORNIA POLYTECHNIC STATE UNIVERSITY SAN LUIS OBISPO (CAL POLY) LOCATED ADJACENT TO THE SAN LUIS OBISPO CITY LIMITS; SHELL BEACH PISMO BEACH ARROYO GRANDE NIPOMO AND THE CITY OF SANTA MARIA (WHICH IS LOCATED IN NORTHERN SANTA BARBARA COUNTY WITH A CITY POPULATION OF 130247 ACCORDING TO THE 2010 CENSUS) IN THE SOUTH COUNTY.2010 POPULATIONSAN LUIS OBISPO COUNTY269637ARROYO GRANDE CITY17252ATASCADERO CITY28310AVILA BEACH1627CAMBRIA6032CAYUCOS2592GROVER BEACH CITY13156LAKE NACIMIENTO/OAK SHORES2748LOS OSOS14276MORRO BAY CITY10234NIPOMO 16714OCEANO 7286PASO ROBLES CITY29793PISMO BEACH CITY7655SAN LUIS OBISPO CITY45119SAN MIGUEL 2336SANTA MARGARITA1259SHANDON1295TEMPLETON7674OTHER CENSUS DESIGNATED PLACES (CDP)6306TOTAL CITIES CENSUS DESIGNATED PLACES215358UNINCORPORATED RURAL COUNTY54279 SLO COUNTY TOTAL269637SOURCE: CALIFORNIA DEPT OF FINANCE AND 2010 CENSUSRUNABOUT IS THE COUNTY-WIDE PARATRANSIT SERVICE FOR PEOPLE WHO ARE UNABLE TO USE THE REGULAR FIXED ROUTE BUS SERVICE BECAUSE OF A DISABILITY. RUNABOUT CUSTOMERS MUST BE CERTIFIED BY THE RTA AND MEET THE ADA ELIGIBILITY CRITERIA. A PERSON MAY BE ELIGIBLE FOR RUNABOUT SERVICE IF HE OR SHE US UNABLE TO BOARD OR EXIT A FIXED ROUTE BUS GET TO OR FROM A BUS STOP DUE TO PHYSICAL AND/OR ENVIRONMENTAL BARRIERS OR DOES NOT UNDERSTAND HOW TO RIDE THE BUS DUE TO A COGNITIVE DISABILITY. ELIGIBILITY IS BASED ON THE PERSONS INDIVIDUAL ABILITIES AND LIMITATIONS NOT A SPECIFIC AGE DIAGNOSIS OR DISABILITY. RUNABOUT PROVIDES COMPLEMENTARY ADA PARATRANSIT SERVICE FOR ALL FIXED ROUTE SERVICES IN SAN LUIS OBISPO COUNTY WITHIN THE MILE ADA CORRIDOR.SERVICE HOURSRUNABOUT SERVICE HOURS MIRROR THE SERVICE HOURS OF EACH FIXED ROUTE SERVICE IN SAN LUIS OBISPO COUNTY BY GEOGRAPHIC AREA. FARE STRUCTURERUNABOUT FARES ARE TWICE THE COMPARABLE FIXED ROUTE FARE FOR THE SAME TRIP. PASSES CAN BE PURCHASED AT MANY DIFFERENT LOCATIONS THROUGHOUT THE COUNTY INCLUDING ARROYO GRANDE ATASCADERO CAYUCOS GROVER BEACH LOS OSOS MORRO BAY PASO ROBLES PISMO BEACH RTA ADMINISTRATION OFFICE DOWNTOWN SAN LUIS OBISPO AND ONE LOCATION IN THE CITY OF SANTA MARIA. PASSES CAN ALSO BE PURCHASES AT ALL RABOBANK BRANCHES IN SAN LUIS OBISPO COUNTY. PUBLIC ENTITIES OPERATING FIXED ROUTE SERVICE ARE REQUIRED TO PROVIDE COMPLEMENTARY PARATRANSIT SERVICE. RUNABOUT RIDERSHIP FOR 2010/2011 WAS 32929 2011/2012 WAS 34424 AND FOR 2012/13 (JULY 1 2012 THROUGH MARCH 2013) WAS 27588.THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $753388 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $340000 AS SHOWN IN THE ATTACHED 5307 PROJECT BUDGET OPERATING ASSISTANCE WORKSHEET RTA RUNABOUT FORM SLO UA.6.SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY CAPITAL ASSISTANCE FY 2012/13- SLOPNO: SAN LUIS OBISPO 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013PROJECT INCLUDES FUNDING TO REHABILITATE ONE FULL SIZE FIXED ROUTE TRANSIT COACH THAT IS CURRENTLY IN DAILY SERVICE. IT IS ONE OF THE THREE LISTED AS NEEDING A MID-LIFE REHABILITATION DURING THE 2013 FISCAL YEAR AS OUTLINED IN THE LONG RANGE CAPITAL FLEET NEEDS PRESENTED TO THE RTA BOARD IN JULY 2011. THE LOCAL SOURCE OF FUND WILL BE FROM STATE TRANSIT ASSISTANCE (STA) IN THE AMOUNT OF $25000.THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $125000 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $100000.7.SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY CAPITAL ASSISTANCE FY 2012/13- SLOPNO: SAN LUIS OBISPO 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013REPLACE TWO (2) MAINTENANCE SERVICE VEHICLES WITH TWO (2) SERVICE TRUCKS IN THE MAINTENANCE FLEET; FTA GUIDELINES CALL FOR LIGHT DUTY TRANSIT BUSES TO BE REPLACED AFTER FOUR (4) YEARS OR OVER 100000 MILES. BY THESE CRITERIA THESE TWO (2) MAINTENANCE SERVICE VEHICLES ARE ALREADY PAST THEIR USEFUL LIFE AND NEED TO BE REPLACED IMMEDIATELY. BECAUSE THESE VEHICLES ARE PAST THE END OF THEIR SERVICE LIFE THEY ARE MORE COSTLY TO MAINTAIN. THE LOCAL MATCH FOR THESE FUNDS WILL BE $12000 FROM STATE TRANSIT ASSISTANCE (STA)THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $62500 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $50000.8.SAN LUIS OBISPO REGIONAL TRANSIT AUTHORITY CAPITAL ASSISTANCE FY 2012/13- ARROYO GRANDE-GROVER BEACH PNO: ARROYO GRANDE-GROVER BEACH 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013REPLACE TWO (2) 40 GILLIG DIESEL BUSES WITH TWO (2) 40 LOW FLOOR CLEAN DIESEL BUSES IN THE RTA REGIONAL FIXED ROUTE BUS FLEET; FTA GUIDELINES CALL FOR HEAVY DUTY TRANSIT BUSES TO BE REPLACED AFTER TWELVE (12) YEARS IN SERVICE OR OVER 500000 MILES. BY THESE CRITERIA THESE TWO (2) BUSES SHOULD BE REPLACED IN 2013. THESE VEHICLES ARE PAST THE END OF THEIR USEFUL SERVICE LIFE IN TERMS OF MILE AND BECOMING MORE COSTLY TO MAINTAIN. THE LOCAL MATCH FOR THESE FUNDS WILL BE $550000 FROM PROP 1B FUNDINGTHE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $950000 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $400000.9. ATASCADERO OPERATING ASSISTANCE 2012/13PNO: ATASCADERO 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013ATASCADERO TRANSIT OPERATES BOTH FIXED ROUTE AND DEMAND RESPONSE SERVICE FOR THE FISCAL YEAR ENDING JUNE 30 2013 (JULY 1 2012- JUNE 30 2013).. THE FIXED ROUTE SERVICE OPERATES MONDAY THROUGH FRIDAY FROM 7:00 A.M. TO 7:00 P.M. AND SATURDAY FROM 10:30 A.M. TO 4:30 P.M. THE DEMAND RESPONSE SERVICE RUNS MONDAY THROUGH FRIDAY FROM 7:30 A.M. TO 4:30 P.M. THE WEEKDAY FIXED ROUTE SERVICE THE EL CAMINO SHUTTLE PROVIDES HOURLY SERVICE WITHIN THE ATASCADERO CITY LIMITS AND EXTENDS APPROXIMATELY 5 MILES OUTSIDE THE CITY LIMITS TO TWIN CITIES COMMUNITY HOSPITAL AND THE MEDICAL OFFICES IN TEMPLETON.THE SATURDAY FIXED ROUTE SERVICE THE SATURDAY TRAVELER OPERATES EXCLUSIVELY WITHIN THE CITY LIMITS AND INCLUDES SERVICE TO THE COLONY PARK COMMUNITY CENTER AND THE ATASCADERO LAKE PARK AND CHARLES PADDOCK ZOO. SERVICE HOURS ARE EXTENDED TO 6:30 P.M. BETWEEN MEMORIAL DAY AND LABOR DAY.SUBSEQUENT TO THE LAST CENSUS AND THE RESULTANT URBAN AREA DESIGNATION FARES AND FARE POLICIES ARE MONITORED AND ADJUSTED AS NEEDED ON ALL ATASCADERO TRANSIT SERVICES TO GENERATE THE REQUIRED 20% FAREBOX RATIO. THE DIAL-A-RIDE SYSTEM RUNS THREE BUSES DAILY PROVIDING DOOR-TO-DOOR SERVICE WITHIN THE 25 SQUARE MILE CITY LIMITS. CONNECTIONS TO THE EL CAMINO SHUTTLE ARE PROVIDED FOR THOSE NEEDING TRANSPORTATION TO THE REGIONAL MEDICAL FACILITIES LOCATED OUTSIDE THE CITY LIMITS.THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $498860 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $219652 AS SHOWN IN THE ATTACHED 5307 PROJECT BUDGET OPERATING ASSISTANCE WORKSHEET ATASCADERO.10. ATASCADERO CAPITAL ASSISTANCE 2012/13PNO: ATASCADERO 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013PURCHASE OF A 15-18 PASSENGER DEMAND RESPONSE VEHICLE EQUIPPED WITH A WHEELCHAIR LIFT RADIO FAREBOX BIKE RACK AND CUSTOM GRAPHICS. THIS VEHICLE WILL REPLACE A 2005 VEHICLE THAT IS SCHEDULED FOR REPLACEMENT IN 2013. THE TOTAL PROJECT COST FOR FISCAL YEAR 2012/13 IS $65000 NOT INCLUDING VEHICLE DEPRECIATION. THE FEDERAL AMOUNT BEING CLAIMED FOR THIS PROJECT IS $52000 AND LOCAL MATCH OF $13000 IN TDA FUND.11. PASO ROBLES OPERATING ASSISTANCE FY 2012/13PNO: PASO ROBLES 5307DOCUMENT: FTIPPOP DATE: DECEMBER 5 2012MPO APPROVAL DATE: DECEMBER 5 2012STATE FSTIP DATE: FEBRUARY 1 2013FEDERAL FSTIP DATE: FEBRUARY 11 2013THIS PROJECT IS FOR THE FUNDING OF TRANSIT OPERATIONS FOR THE CITY OF PASO ROBLES FOR THE FISCAL YEAR ENDING JUNE 30 2013 (JULY 1 2012- JUNE 30 2013). PASO ROBLES TRANSIT OPERATES BOTH FIXED-ROUTE (FR) AND DEMAND-RESPONSE (DR) SERVICES. THE FIXED ROUTE SERVICE INCLUDES THREE ROUTES OPERATING MONDAY THROUGH FRIDAY FROM 7:00 A.M. TO 7:00 P.M. WITH REDUCED HOURS ON SATURDAY. THE DEMAND-RESPONSE SERVICE RUNS MONDAY THROUGH FRIDAY FROM 7:00 A.M. TO 1:00 P.M. THE FIXED ROUTES A B C AND THE DEMAND RESPONSE SERVICES ARE BRANDED AS THE PASO EXPRESS. ROUTES A AND B PROVIDE HOURLY BI-DIRECTIONAL FIXED-ROUTE BUS SERVICE THAT CONNECTS THE MOST DENSELY-POPULATED AREAS OF THE CITY. ROUTE B STARTS AT THE NORTH END OF THE CITY AT 34TH AND SPRING STREETS AND TRAVELS SOUTH ON SPRING STREET PASSING THROUGH THE CITYS DOWNTOWN RETAIL CENTER. AT 1ST STREET THE ROUTE CROSSES NIBLICK BRIDGE AND TRAVELS EAST ON NIBLICK ROAD TO PASO ROBLES HIGH SCHOOL. PAST THE HIGH SCHOOL THE BUS TURNS SOUTH ONTO RAMBOUILLET ROAD THEN EAST ON STONEY CREEK DRIVE TO CRESTON ROAD. FROM STONEY CREEK DRIVE THE BUS TRAVELS NORTH ON CRESTON ROAD THEN EAST ON SCOTT ST. NORTH ON AIRPORT ROAD AND WEST ON LINNE AND SHERWOOD ROADS SERVING SURROUNDING RESIDENTIAL AREAS SEVERAL POPULATED BY SENIORS. THE ROUTE CONTINUES ON CRESTON ROAD SERVING THE WILLIAMS PLAZA SHOPPING CENTER TWO PRIVATE GRAMMAR SCHOOLS ONE PUBLIC GRAMMAR SCHOOL AND A PUBLIC MIDDLE S","text_signal_without_canonical_recipient","be4","false","false","","","",""
"blue-origin","candidate","award:0000741644120l6","0000741644120L6","2012-06-21","BLUE MOON COOPERATIVE COMMUNITY, INC.","ENVIRON QUALITY INITIATIVE PGM","text_signal_without_canonical_recipient","blue_moon","false","false","","","",""
